"Position","Name","Game","Salary","AvgPointsPerGame","Played","Team","Opponent","Injury Indicator","",
"WR","Lucky Whitehead","DAL@NYG","4600","0","4","DAL","NYG","",
"TE","Jake Stoneburner","HOU@MIA","4600","4.8","4","MIA","HOU","",
"K","Chris Boswell","PIT@KC","4600","12","2","PIT","KC","",
"DST","Pittsburgh Steelers","PIT@KC","4600","8.8","6","PIT","KC","",
"K","Cairo Santos","PIT@KC","4600","9.2","6","KC","PIT","P","",
"WR","Ryan Grant","TB@WAS","4600","3.5","6","WAS","TB","",
"WR","L.T. Smith","NO@IND","4600","0","0","IND","NO","",
"TE","Chase Ford","MIN@DET","4600","3.9","11","MIN","DET","",
"TE","Joseph Fauria","BAL@ARI","4600","2.6","7","ARI","BAL","",
"TE","Jeff Cumberland","NYJ@NE","4600","0.5","4","NYJ","NE","",
"RB","Vick Ballard","NO@IND","4600","0","0","IND","NO","",
"DST","Minnesota Vikings","MIN@DET","4600","8.6","5","MIN","DET","",
"K","Greg Zuerlein","CLE@STL","4600","6.8","5","STL","CLE","",
"DST","Kansas City Chiefs","PIT@KC","4600","5.3","6","KC","PIT","",
"TE","Garrett Graham","HOU@MIA","4600","1.8","6","HOU","MIA","",
"TE","Michael Hoomanawanui","NO@IND","4600","-0.1","4","NO","IND","",
"WR","Devin Funchess","PHI@CAR","4600","1.7","5","CAR","PHI","",
"WR","Jerricho Cotchery","PHI@CAR","4600","5.7","3","CAR","PHI","",
"K","Ryan Succop","ATL@TEN","4600","5.8","5","TEN","ATL","",
"RB","LaMichael James","HOU@MIA","4500","0","1","MIA","HOU","",
"TE","David Johnson","OAK@SD","4500","0","6","SD","OAK","",
"WR","Ryan Broyles","MIN@DET","4500","0.7","5","DET","MIN","",
"WR","Kenbrell Thompkins","NYJ@NE","4500","2.7","14","NYJ","NE","",
"WR","Geremy Davis","DAL@NYG","4500","0.5","6","NYG","DAL","",
"RB","Silas Redd","TB@WAS","4500","1.9","15","WAS","TB","IR","",
"WR","Jamarcus Nelson","BAL@ARI","4500","-1","2","ARI","BAL","",
"WR","Corey Fuller","MIN@DET","4500","1.1","5","DET","MIN","",
"RB","Marcus Murphy","NO@IND","4500","1","6","NO","IND","",
"WR","Avius Capers","PHI@CAR","4500","0","0","CAR","PHI","",
"TE","Justice Cunningham","CLE@STL","4500","0","0","STL","CLE","",
"TE","Cory Harkey","CLE@STL","4500","0.2","5","STL","CLE","",
"TE","Craig Stevens","ATL@TEN","4500","1.3","5","TEN","ATL","",
"WR","Justin Hardy","ATL@TEN","4500","0","0","ATL","TEN","",
"TE","Matt Spaeth","PIT@KC","4500","0","5","PIT","KC","P","",
"WR","Eric Weems","ATL@TEN","4500","0","6","ATL","TEN","P","",
"RB","LaVance Taylor","PIT@KC","4500","0","0","KC","PIT","",
"WR","Trent Steelman","BAL@ARI","4500","0","0","BAL","ARI","",
"WR","Bradley Marquez","CLE@STL","4500","0","5","STL","CLE","",
"WR","Jeret Smith","PIT@KC","4500","0","0","KC","PIT","",
"RB","Chase Reynolds","CLE@STL","4500","0","2","STL","CLE","",
"RB","Stevan Ridley","NYJ@NE","4500","8.3","6","NYJ","NE","NA","",
"RB","Terron Ward","ATL@TEN","4500","3","6","ATL","TEN","",
"WR","Rod Streater","OAK@SD","4500","1.3","1","OAK","SD","",
"WR","Tyler McDonald","HOU@MIA","4500","0","0","MIA","HOU","",
"RB","Dominique Brown","PIT@KC","4500","0","0","PIT","KC","",
"WR","Greg Salas","MIN@DET","4500","2.9","10","DET","MIN","",
"WR","Kai De La Cruz","HOU@MIA","4500","0","0","MIA","HOU","",
"WR","Kris Durham","OAK@SD","4500","2.1","4","OAK","SD","",
"WR","Vincent Brown","NO@IND","4500","2.5","7","IND","NO","",
"WR","Seyi Ajirotutu","PHI@CAR","4500","0","5","PHI","CAR","",
"RB","Jonathan Grimes","HOU@MIA","4500","4.3","4","HOU","MIA","P","",
"WR","Arthur Williams","NYJ@NE","4500","0","0","NYJ","NE","",
"TE","Luke Stocker","TB@WAS","4500","0","3","TB","WAS","P","",
"WR","Jarrod West","PIT@KC","4500","0","0","PIT","KC","",
"RB","Braylon Heard","PIT@KC","4500","0","0","PIT","KC","",
"TE","Cameron Brate","TB@WAS","4500","0.4","3","TB","WAS","",
"WR","Michael Campanaro","BAL@ARI","4500","3.4","4","BAL","ARI","IR","",
"WR","Marlon Brown","BAL@ARI","4500","2.2","6","BAL","ARI","",
"WR","Russell Shepard","TB@WAS","4500","0.4","3","TB","WAS","Q","",
"RB","Shaun Draughn","CLE@STL","4500","0.4","5","CLE","STL","",
"WR","Jason Avant","PIT@KC","4500","1.5","6","KC","PIT","",
"RB","Bronson Hill","HOU@MIA","4500","0","0","MIA","HOU","",
"TE","Gavin Escobar","DAL@NYG","4500","1.7","5","DAL","NYG","",
"WR","Sammie Coates","PIT@KC","4500","0.4","4","PIT","KC","",
"RB","Henry Hynoski","DAL@NYG","4500","0.1","16","NYG","DAL","",
"RB","Kenjon Barner","PHI@CAR","4500","0","3","PHI","CAR","",
"WR","De'Anthony Thomas","PIT@KC","4500","2.6","6","KC","PIT","",
